ID,Incident_Num,Incident_Type,Occured_date_time,Precinct,Sector,Beat,Officer_ID,Subject_ID,Subject_Race,Subject_Gender
18476-1899-14508,18476,Level 1 - Use of Force,12/02/2017 09:44:00 AM,W,D,D1,1899,14508,White,Male
18481-2153-14510,18481,Level 1 - Use of Force,12/02/2017 08:33:00 PM,E,G,G1,2153,14510,Not Specified,Female
15977-1775-12658,15977,Level 2 - Use of Force,06/10/2017 12:37:00 PM,W,K,K2,1775,12658,Not Specified,Not Specified
15978-709-12659,15978,Level 2 - Use of Force,06/10/2017 12:40:00 PM,W,K,K2,709,12659,Not Specified,Male
15982-619-12660,15982,Level 2 - Use of Force,06/10/2017 12:37:00 PM,W,K,K2,619,12660,Not Specified,Not Specified
15983-2191-12661,15983,Level 1 - Use of Force,06/10/2017 04:45:00 PM,W,K,K2,2191,12661,Not Specified,Male
15984-1604-12662,15984,Level 2 - Use of Force,06/10/2017 12:40:00 PM,W,K,K2,1604,12662,White,Male
15984-1604-12663,15984,Level 2 - Use of Force,06/10/2017 12:40:00 PM,W,K,K2,1604,12663,White,Male
15985-1547-12664,15985,Level 2 - Use of Force,06/09/2017 10:08:00 PM,SW,F,F2,1547,12664,Not Specified,Male
15993-811-12676,15993,Level 2 - Use of Force,06/06/2017 05:30:00 PM,E,G,G3,811,12676,Black or African American,Male
16016-1267-12676,16016,Level 2 - Use of Force,06/06/2017 05:30:00 PM,E,G,G3,1267,12676,Black or African American,Male
16191-1782-12707,16191,Level 2 - Use of Force,06/15/2017 10:40:00 AM,W,K,K1,1782,12707,White,Male
16044-2311-12707,16044,Level 2 - Use of Force,06/15/2017 10:30:00 AM,W,K,K1,2311,12707,White,Male
16092-2298-12707,16092,Level 2 - Use of Force,06/15/2017 10:20:00 AM,W,K,K1,2298,12707,White,Male
16047-1265-12708,16047,Level 1 - Use of Force,06/15/2017 11:00:00 AM,W,M,M1,1265,12708,Not Specified,Male
16043-1747-12708,16043,Level 2 - Use of Force,06/15/2017 11:00:00 AM,W,M,M1,1747,12708,Not Specified,Male
16059-2314-12720,16059,Level 1 - Use of Force,06/16/2017 01:50:00 PM,N,N,N3,2314,12720,Black or African American,Male
16062-1665-12721,16062,Level 1 - Use of Force,06/16/2017 01:07:00 PM,N,U,U3,1665,12721,Not Specified,Male
16064-1178-12722,16064,Level 1 - Use of Force,06/16/2017 03:46:00 PM,SW,F,F3,1178,12722,Not Specified,Male
16060-1222-12723,16060,Level 2 - Use of Force,06/16/2017 03:46:00 PM,SW,F,F3,1222,12723,Asian,Male
16061-869-12723,16061,Level 2 - Use of Force,06/16/2017 03:46:00 PM,SW,F,F3,869,12723,Asian,Male
16065-1721-12724,16065,Level 1 - Use of Force,06/16/2017 08:08:00 PM,N,J,J2,1721,12724,White,Male
16068-2343-12726,16068,Level 1 - Use of Force,06/17/2017 12:20:00 AM,S,S,S1,2343,12726,White,Male
16067-1593-12727,16067,Level 1 - Use of Force,06/15/2017 11:30:00 PM,W,M,M2,1593,12727,White,Male
16069-1594-12727,16069,Level 1 - Use of Force,06/15/2017 11:30:00 PM,W,M,M2,1594,12727,White,Male
16074-1696-12732,16074,Level 2 - Use of Force,06/17/2017 05:04:00 PM,SW,F,F1,1696,12732,Asian,Male
16076-619-12734,16076,Level 2 - Use of Force,06/18/2017 04:16:00 PM,W,K,K2,619,12734,Black or African American,Male
16079-2233-12736,16079,Level 1 - Use of Force,06/18/2017 02:50:00 AM,N,L,L2,2233,12736,Asian,Female
16081-1818-12739,16081,Level 2 - Use of Force,06/18/2017 01:55:00 AM,W,K,K2,1818,12739,Hispanic or Latino,Male
16084-1221-12740,16084,Level 1 - Use of Force,06/18/2017 01:10:00 AM,N,N,N3,1221,12740,Not Specified,Female
16010-1835-12683,16010,Level 1 - Use of Force,06/11/2017 11:08:00 PM,N,J,J1,1835,12683,Not Specified,Female
19469-2472-12683,19469,Level 1 - Use of Force,01/31/2018 08:43:00 PM,S,O,O1,2472,12683,Not Specified,Female
16012-2097-12684,16012,Level 1 - Use of Force,06/12/2017 06:40:00 PM,E,E,E2,2097,12684,White,Male
16013-1781-12685,16013,Level 1 - Use of Force,06/13/2017 12:30:00 AM,N,L,L3,1781,12685,White,Male
16070-1899-12728,16070,Level 1 - Use of Force,06/17/2017 03:27:00 AM,W,K,K2,1899,12728,Black or African American,Male
16070-1899-12729,16070,Level 1 - Use of Force,06/17/2017 03:27:00 AM,W,K,K2,1899,12729,Black or African American,Male
16071-1554-12730,16071,Level 1 - Use of Force,06/17/2017 09:15:00 AM,X,X,XX,1554,12730,Black or African American,Male
16110-943-12730,16110,Level 1 - Use of Force,06/17/2017 09:15:00 AM,X,X,XX,943,12730,Black or African American,Male
16095-1815-12767,16095,Level 1 - Use of Force,06/19/2017 12:47:00 PM,E,E,E2,1815,12767,White,Female
16024-2301-12692,16024,Level 1 - Use of Force,06/12/2017 09:43:00 PM,S,S,S1,2301,12692,Black or African American,Male
16026-1619-12696,16026,Level 1 - Use of Force,06/14/2017 04:45:00 AM,S,R,R2,1619,12696,Black or African American,Male
16027-2349-12697,16027,Level 1 - Use of Force,06/14/2017 04:48:00 AM,S,R,R2,2349,12697,Not Specified,Male
16028-1716-12699,16028,Level 1 - Use of Force,06/14/2017 09:41:00 AM,N,B,B1,1716,12699,White,Male
16032-2317-12701,16032,Level 1 - Use of Force,06/14/2017 02:08:00 AM,W,K,K3,2317,12701,White,Female
16036-2169-12703,16036,Level 1 - Use of Force,06/14/2017 10:15:00 PM,W,K,K1,2169,12703,White,Female
16098-2017-12776,16098,Level 1 - Use of Force,06/19/2017 03:55:00 PM,W,D,D1,2017,12776,White,Male
16100-1820-12776,16100,Level 1 - Use of Force,06/19/2017 03:55:00 PM,W,D,D1,1820,12776,White,Male
16099-1602-12777,16099,Level 1 - Use of Force,06/18/2017 02:00:00 AM,S,S,S1,1602,12777,White,Male
16127-1120-12796,16127,Level 1 - Use of Force,06/19/2017 04:45:00 PM,X,X,XX,1120,12796,Black or African American,Male
16109-943-12796,16109,Level 1 - Use of Force,06/19/2017 04:45:00 PM,X,X,XX,943,12796,Black or African American,Male
16083-1628-12742,16083,Level 1 - Use of Force,06/18/2017 11:22:00 PM,SW,F,F1,1628,12742,Black or African American,Male
16131-1685-12810,16131,Level 1 - Use of Force,06/20/2017 08:30:00 AM,N,N,N3,1685,12810,Not Specified,Male
16222-2141-12810,16222,Level 1 - Use of Force,06/20/2017 08:40:00 AM,N,N,N3,2141,12810,Not Specified,Male
16147-1840-12822,16147,Level 2 - Use of Force,06/20/2017 05:23:00 PM,E,C,C2,1840,12822,Not Specified,Male
16150-1088-12822,16150,Level 2 - Use of Force,06/20/2017 05:24:00 PM,E,C,C2,1088,12822,Not Specified,Male
16151-2362-12822,16151,Level 2 - Use of Force,06/20/2017 05:30:00 PM,E,C,C2,2362,12822,Not Specified,Male
16149-2192-12822,16149,Level 2 - Use of Force,06/20/2017 04:38:00 PM,E,C,C2,2192,12822,Not Specified,Male
16157-1813-12830,16157,Level 1 - Use of Force,06/21/2017 06:29:00 PM,S,R,R3,1813,12830,Nat Hawaiian/Oth Pac Islander,Female
16156-1796-12830,16156,Level 1 - Use of Force,06/21/2017 06:29:00 PM,S,R,R3,1796,12830,Nat Hawaiian/Oth Pac Islander,Female
16157-1813-12831,16157,Level 1 - Use of Force,06/21/2017 06:29:00 PM,S,R,R3,1813,12831,White,Male
16204-2398-12868,16204,Level 1 - Use of Force,06/24/2017 04:21:00 AM,N,U,U3,2398,12868,Not Specified,Female
16213-1783-12870,16213,Level 1 - Use of Force,06/24/2017 06:07:00 PM,S,S,S2,1783,12870,White,Male
16227-642-12877,16227,Level 1 - Use of Force,06/25/2017 06:32:00 PM,N,N,N2,642,12877,Asian,Male
16232-2162-12880,16232,Level 1 - Use of Force,06/26/2017 05:12:00 PM,N,N,N2,2162,12880,White,Female
16233-1750-12881,16233,Level 2 - Use of Force,06/27/2017 09:15:00 PM,W,K,K3,1750,12881,White,Male
16237-642-12882,16237,Level 1 - Use of Force,06/26/2017 08:13:00 PM,N,N,N2,642,12882,Not Specified,Male
16241-1811-12886,16241,Level 1 - Use of Force,06/27/2017 05:40:00 PM,E,G,G3,1811,12886,Black or African American,Female
16242-1862-12886,16242,Level 1 - Use of Force,06/27/2017 05:31:00 PM,E,G,G3,1862,12886,Black or African American,Female
16125-1264-12808,16125,Level 2 - Use of Force,06/18/2017 02:20:00 AM,S,O,O1,1264,12808,American Indian/Alaska Native,Female
16124-2351-12808,16124,Level 2 - Use of Force,06/18/2017 02:20:00 AM,S,O,O1,2351,12808,American Indian/Alaska Native,Female
16126-881-12809,16126,Level 1 - Use of Force,06/18/2017 02:21:00 AM,S,O,O1,881,12809,Not Specified,Female
16162-1589-12833,16162,Level 1 - Use of Force,06/22/2017 04:15:00 AM,-,-,-,1589,12833,Black or African American,Male
16168-625-12833,16168,Level 1 - Use of Force,06/22/2017 04:04:00 AM,E,E,E2,625,12833,Black or African American,Male
16169-1850-12833,16169,Level 2 - Use of Force,06/22/2017 04:04:00 AM,E,E,E2,1850,12833,Black or African American,Male
16170-1853-12833,16170,Level 2 - Use of Force,06/22/2017 03:58:00 AM,E,E,E2,1853,12833,Black or African American,Male
17621-1443-12833,17621,Level 1 - Use of Force,10/02/2017 12:08:00 PM,E,E,E2,1443,12833,Black or African American,Male
17620-1203-12833,17620,Level 1 - Use of Force,10/02/2017 12:23:00 PM,E,E,E2,1203,12833,Black or African American,Male
16175-2344-12839,16175,Level 1 - Use of Force,06/19/2017 04:30:00 PM,S,S,S1,2344,12839,White,Male
16186-2150-12844,16186,Level 1 - Use of Force,06/22/2017 08:59:00 PM,W,D,D2,2150,12844,White,Male
17262-914-12871,17262,Level 1 - Use of Force,09/08/2017 12:44:00 PM,N,B,B1,914,12871,White,Female
17256-701-12871,17256,Level 1 - Use of Force,09/08/2017 12:44:00 PM,N,B,B1,701,12871,White,Female
16198-1555-12857,16198,Level 1 - Use of Force,06/23/2017 11:05:00 AM,S,R,R1,1555,12857,White,Male
16199-1167-12864,16199,Level 2 - Use of Force,06/23/2017 11:06:00 AM,S,R,R1,1167,12864,White,Male
16202-1640-12865,16202,Level 2 - Use of Force,06/24/2017 12:28:00 AM,E,C,C1,1640,12865,Not Specified,Male
16257-1880-12898,16257,Level 2 - Use of Force,06/28/2017 08:57:00 PM,E,E,E3,1880,12898,Not Specified,Male
16258-2225-12901,16258,Level 2 - Use of Force,06/28/2017 11:30:00 PM,W,Q,Q1,2225,12901,White,Female
16259-1794-12901,16259,Level 2 - Use of Force,06/28/2017 11:30:00 PM,W,Q,Q1,1794,12901,White,Female
16270-2238-12901,16270,Level 2 - Use of Force,06/28/2017 11:30:00 PM,W,Q,Q1,2238,12901,White,Female
16260-2169-12903,16260,Level 2 - Use of Force,06/28/2017 08:56:00 PM,E,E,E3,2169,12903,White,Male
16261-1849-12904,16261,Level 2 - Use of Force,06/28/2017 08:58:00 PM,E,E,E3,1849,12904,White,Male
16267-2381-12907,16267,Level 1 - Use of Force,06/29/2017 01:30:00 PM,SW,F,F3,2381,12907,Black or African American,Male
365-1766-314,365,Level 1 - Use of Force,06/29/2014 09:42:00 PM,N,J,J2,1766,314,Not Specified,Male
366-590-315,366,Level 1 - Use of Force,06/29/2014 08:20:00 PM,N,N,N3,590,315,Not Specified,Male
367-969-315,367,Level 1 - Use of Force,06/29/2014 08:20:00 PM,N,N,N3,969,315,Not Specified,Male
368-1716-315,368,Level 1 - Use of Force,06/29/2014 08:13:00 PM,N,N,N3,1716,315,Not Specified,Male
369-1666-316,369,Level 1 - Use of Force,06/29/2014 01:01:00 PM,W,D,D1,1666,316,White,Male
370-1697-317,370,Level 2 - Use of Force,06/30/2014 01:31:00 AM,W,M,M1,1697,317,Not Specified,Male
5232-1250-323,5232,Level 1 - Use of Force,05/24/2015 10:06:00 AM,N,N,N3,1250,323,Black or African American,Male
5624-1776-323,5624,Level 1 - Use of Force,06/12/2015 09:20:00 PM,N,U,U2,1776,323,Black or African American,Male
6078-1204-323,6078,Level 3 - Use of Force,06/02/2014 12:15:00 PM,W,M,M2,1204,323,Black or African American,Male
6080-619-323,6080,Level 3 - Use of Force,06/02/2014 12:15:00 PM,W,M,M2,619,323,Black or African American,Male
16962-2203-323,16962,Level 1 - Use of Force,08/20/2017 05:23:00 PM,N,N,N1,2203,323,Black or African American,Male
16981-2399-323,16981,Level 1 - Use of Force,08/20/2017 05:23:00 PM,N,N,N1,2399,323,Black or African American,Male
17163-2324-323,17163,Level 1 - Use of Force,08/20/2017 05:23:00 PM,N,N,N1,2324,323,Black or African American,Male
15472-1611-323,15472,Level 1 - Use of Force,04/28/2017 12:00:00 AM,N,N,N3,1611,323,Black or African American,Male
15473-1549-323,15473,Level 1 - Use of Force,04/28/2017 04:24:00 PM,N,N,N3,1549,323,Black or African American,Male
16968-2179-323,16968,Level 1 - Use of Force,08/20/2017 05:23:00 PM,N,N,N1,2179,323,Black or African American,Male
16964-701-323,16964,Level 1 - Use of Force,08/20/2017 05:57:00 PM,N,N,N1,701,323,Black or African American,Male
16970-1642-323,16970,Level 2 - Use of Force,08/20/2017 05:57:00 PM,N,N,N1,1642,323,Black or African American,Male
17173-791-323,17173,Level 1 - Use of Force,08/20/2017 05:57:00 PM,N,N,N1,791,323,Black or African American,Male
16828-2167-323,16828,Level 1 - Use of Force,08/09/2017 01:40:00 PM,N,N,N3,2167,323,Black or African American,Male
16853-2148-323,16853,Level 1 - Use of Force,08/09/2017 12:00:00 PM,N,N,N3,2148,323,Black or African American,Male
13966-1805-323,13966,Level 1 - Use of Force,01/04/2017 01:28:00 AM,N,B,B3,1805,323,Black or African American,Male
13967-2162-323,13967,Level 1 - Use of Force,01/04/2017 01:50:00 AM,N,B,B3,2162,323,Black or African American,Male
372-1750-328,372,Level 1 - Use of Force,06/30/2014 11:55:00 PM,W,K,K1,1750,328,White,Male
376-1220-335,376,Level 1 - Use of Force,07/01/2014 06:00:00 AM,X,X,XX,1220,335,White,Male
378-907-337,378,Level 2 - Use of Force,07/01/2014 10:40:00 PM,W,M,M3,907,337,Black or African American,Male
381-1664-337,381,Level 2 - Use of Force,07/01/2014 10:30:00 PM,W,M,M3,1664,337,Black or African American,Male
379-1678-337,379,Level 2 - Use of Force,07/01/2014 10:31:00 PM,W,M,M1,1678,337,Black or African American,Male
380-1577-340,380,Level 1 - Use of Force,07/02/2014 12:45:00 AM,W,Q,Q1,1577,340,Not Specified,Male
382-1775-340,382,Level 1 - Use of Force,07/02/2014 01:00:00 AM,W,Q,Q1,1775,340,Not Specified,Male
1549-1682-341,1549,Level 1 - Use of Force,05/01/2014 09:00:00 PM,W,D,D2,1682,341,White,Male
528-675-341,528,Level 1 - Use of Force,07/16/2014 05:12:00 PM,W,M,M1,675,341,White,Male
1767-1670-341,1767,Level 1 - Use of Force,09/30/2014 02:30:00 AM,N,B,B3,1670,341,White,Male
4904-1084-341,4904,Level 2 - Use of Force,05/01/2015 07:24:00 PM,E,E,E1,1084,341,White,Male
392-1646-346,392,Level 1 - Use of Force,07/02/2014 09:45:00 AM,N,J,J1,1646,346,White,Male
393-1183-346,393,Level 1 - Use of Force,07/02/2014 09:46:00 AM,N,J,J1,1183,346,White,Male
394-1223-346,394,Level 1 - Use of Force,07/02/2014 09:45:00 AM,N,J,J1,1223,346,White,Male
5924-1783-346,5924,Level 1 - Use of Force,07/04/2015 06:30:00 PM,S,S,S1,1783,346,White,Male
5939-1889-346,5939,Level 1 - Use of Force,07/04/2015 06:30:00 PM,S,S,S1,1889,346,White,Male
10143-2151-346,10143,Level 1 - Use of Force,03/12/2016 02:15:00 PM,S,R,R3,2151,346,White,Male
398-1088-353,398,Level 1 - Use of Force,07/02/2014 05:34:00 PM,E,E,E2,1088,353,Black or African American,Female
399-855-353,399,Level 1 - Use of Force,07/02/2014 05:25:00 PM,E,E,E2,855,353,Black or African American,Female
1594-1757-353,1594,Level 1 - Use of Force,05/03/2014 02:58:00 AM,S,S,S2,1757,353,Black or African American,Female
1595-1783-353,1595,Level 1 - Use of Force,05/03/2014 02:58:00 AM,S,S,S2,1783,353,Black or African American,Female
406-1791-361,406,Level 2 - Use of Force,07/03/2014 10:15:00 PM,N,N,N2,1791,361,White,Male
403-672-361,403,Level 2 - Use of Force,07/03/2014 10:15:00 PM,N,N,N2,672,361,White,Male
405-1763-361,405,Level 2 - Use of Force,07/03/2014 10:15:00 PM,N,N,N2,1763,361,White,Male
407-590-361,407,Level 2 - Use of Force,07/03/2014 10:15:00 PM,N,N,N2,590,361,White,Male
408-1716-363,408,Level 1 - Use of Force,07/04/2014 08:29:00 PM,N,U,U2,1716,363,White,Male
2416-1149-363,2416,Level 1 - Use of Force,11/13/2014 09:04:00 AM,N,U,U2,1149,363,White,Male
2417-645-363,2417,Level 1 - Use of Force,11/13/2014 09:04:00 AM,N,U,U2,645,363,White,Male
3879-1600-363,3879,Level 2 - Use of Force,02/19/2015 10:15:00 PM,N,N,N1,1600,363,White,Male
409-1749-364,409,Level 1 - Use of Force,07/04/2014 10:20:00 PM,SW,F,F2,1749,364,Black or African American,Male
410-1641-364,410,Level 1 - Use of Force,07/04/2014 10:20:00 PM,SW,F,F2,1641,364,Black or African American,Male
2734-1145-365,2734,Level 1 - Use of Force,12/07/2014 10:53:00 PM,E,E,E2,1145,365,Black or African American,Male
2736-1635-365,2736,Level 1 - Use of Force,12/07/2014 10:53:00 PM,E,E,E2,1635,365,Black or African American,Male
2737-1735-365,2737,Level 1 - Use of Force,12/07/2014 10:53:00 PM,E,E,E2,1735,365,Black or African American,Male
9968-1718-365,9968,Level 1 - Use of Force,02/28/2016 05:58:00 AM,S,R,R2,1718,365,Black or African American,Male
421-785-373,421,Level 1 - Use of Force,07/07/2014 02:30:00 AM,N,B,B1,785,373,Black or African American,Male
424-1539-375,424,Level 2 - Use of Force,07/08/2014 01:17:00 AM,E,C,C3,1539,375,White,Male
426-1700-375,426,Level 2 - Use of Force,07/08/2014 01:16:00 AM,E,C,C3,1700,375,White,Male
425-1604-375,425,Level 2 - Use of Force,07/08/2014 01:18:00 AM,E,C,C3,1604,375,White,Male
435-1539-383,435,Level 2 - Use of Force,07/08/2014 09:17:00 PM,E,E,E1,1539,383,White,Male
436-1769-385,436,Level 1 - Use of Force,06/29/2014 02:28:00 AM,N,J,J2,1769,385,Asian,Female
437-1539-386,437,Level 1 - Use of Force,07/09/2014 12:13:00 AM,E,C,C3,1539,386,White,Male
438-1555-387,438,Level 1 - Use of Force,07/09/2014 09:27:00 AM,SW,F,F1,1555,387,Not Specified,Male
439-302-388,439,Level 1 - Use of Force,07/09/2014 06:02:00 AM,X,X,XX,302,388,White,Female
440-1204-390,440,Level 1 - Use of Force,07/09/2014 01:06:00 PM,W,K,K2,1204,390,White,Male
3596-74-390,3596,Level 3 - Use of Force,01/29/2015 11:08:00 PM,W,D,D2,74,390,White,Male
441-639-391,441,Level 1 - Use of Force,07/09/2014 01:15:00 PM,W,K,K2,639,391,White,Male
447-456-407,447,Level 1 - Use of Force,07/09/2014 08:39:00 PM,W,K,K3,456,407,White,Female
448-1582-408,448,Level 1 - Use of Force,07/08/2014 08:10:00 PM,N,L,L2,1582,408,Black or African American,Female
490-634-408,490,Level 1 - Use of Force,07/08/2014 08:10:00 PM,N,L,L2,634,408,Black or African American,Female
455-927-413,455,Level 1 - Use of Force,07/10/2014 05:45:00 PM,W,K,K3,927,413,Black or African American,Male
458-1730-413,458,Level 1 - Use of Force,07/10/2014 05:44:00 PM,W,K,K3,1730,413,Black or African American,Male
459-865-413,459,Level 1 - Use of Force,07/10/2014 05:46:00 PM,W,K,K3,865,413,Black or African American,Male
460-1789-418,460,Level 1 - Use of Force,06/29/2014 12:19:00 AM,N,L,L1,1789,418,White,Male
12310-2183-421,12310,Level 1 - Use of Force,08/19/2016 12:05:00 AM,S,R,R3,2183,421,Black or African American,Male
465-1443-423,465,Level 1 - Use of Force,07/12/2014 01:11:00 AM,E,E,E2,1443,423,White,Male
466-1762-423,466,Level 1 - Use of Force,07/12/2014 01:27:00 AM,E,E,E2,1762,423,White,Male
467-1622-423,467,Level 1 - Use of Force,07/12/2014 01:11:00 AM,E,E,E2,1622,423,White,Male
466-1762-424,466,Level 1 - Use of Force,07/12/2014 01:27:00 AM,E,E,E2,1762,424,White,Female
467-1622-424,467,Level 1 - Use of Force,07/12/2014 01:11:00 AM,E,E,E2,1622,424,White,Female
472-1653-429,472,Level 2 - Use of Force,07/12/2014 08:05:00 AM,N,L,L3,1653,429,White,Male
468-72-430,468,Level 2 - Use of Force,07/12/2014 08:05:00 AM,N,L,L3,72,430,White,Male
469-1675-430,469,Level 2 - Use of Force,07/12/2014 08:20:00 AM,N,L,L3,1675,430,White,Male
471-645-430,471,Level 1 - Use of Force,07/12/2014 08:25:00 AM,N,L,L3,645,430,White,Male
477-498-432,477,Level 2 - Use of Force,07/12/2014 11:40:00 PM,W,D,D1,498,432,White,Male
479-927-432,479,Level 3 - Use of Force,07/12/2014 11:42:00 PM,W,D,D1,927,432,White,Male
475-1725-432,475,Level 2 - Use of Force,07/12/2014 11:42:00 PM,W,D,D1,1725,432,White,Male
474-1738-432,474,Level 2 - Use of Force,07/12/2014 11:42:00 PM,W,D,D1,1738,432,White,Male
478-675-433,478,Level 1 - Use of Force,07/13/2014 01:50:00 PM,W,Q,Q2,675,433,Not Specified,Male
480-1800-434,480,Level 1 - Use of Force,07/12/2014 11:20:00 AM,X,X,XX,1800,434,Not Specified,Male
481-1559-435,481,Level 1 - Use of Force,07/13/2014 02:54:00 AM,N,N,N2,1559,435,White,Male
482-1600-435,482,Level 1 - Use of Force,07/14/2014 02:54:00 AM,N,N,N3,1600,435,White,Male
483-1752-438,483,Level 1 - Use of Force,07/14/2014 12:40:00 AM,N,J,J1,1752,438,White,Female
491-1796-448,491,Level 1 - Use of Force,07/14/2014 07:55:00 PM,S,S,S1,1796,448,Black or African American,Male
492-773-449,492,Level 1 - Use of Force,07/12/2014 01:30:00 AM,S,O,O3,773,449,White,Male
494-1734-450,494,Level 2 - Use of Force,07/14/2014 09:52:00 PM,W,M,M1,1734,450,White,Male
495-1708-450,495,Level 2 - Use of Force,07/14/2014 09:52:00 PM,W,M,M1,1708,450,White,Male
496-490-450,496,Level 2 - Use of Force,07/14/2014 09:52:00 PM,W,M,M1,490,450,White,Male
493-1162-450,493,Level 2 - Use of Force,07/14/2014 09:52:00 PM,W,M,M1,1162,450,White,Male
497-478-453,497,Level 1 - Use of Force,07/15/2014 04:04:00 AM,N,L,L1,478,453,White,Male
501-1615-456,501,Level 1 - Use of Force,07/15/2014 04:15:00 PM,N,N,N2,1615,456,Not Specified,Female
503-762-456,503,Level 1 - Use of Force,07/15/2014 04:16:00 PM,N,N,N2,762,456,Not Specified,Female
503-762-458,503,Level 1 - Use of Force,07/15/2014 04:16:00 PM,N,N,N2,762,458,White,Male
